Year,Location,Crop,Soil_Type,Rainfall_mm,Temperature_C,Humidity_percent,Soil_Moisture_percent,Soil_pH,Area_acre,Yield_ton_ha
2020,Hukkeri,Sugarcane,Clay Soil,936.3,28.8,76.4,28.3,7.53,4.22,75.19
2020,Hukkeri,Sugarcane,Black Soil,897.9,27.3,82.0,32.2,7.19,6.97,80.06
2020,Hukkeri,Sugarcane,Clay Soil,856.7,30.5,87.0,23.6,7.2,7.6,75.53
2020,Hukkeri,Sugarcane,Black Soil,888.0,27.2,70.1,34.1,6.95,7.76,78.72
2020,Hukkeri,Sugarcane,Black Soil,912.8,28.6,76.5,28.3,7.21,7.98,80.95
2020,Hukkeri,Sugarcane,Black Soil,897.4,24.5,82.5,30.7,6.9,2.68,78.76
2020,Hukkeri,Sugarcane,Black Soil,1024.8,23.4,68.1,34.5,6.83,5.44,78.93
2020,Hukkeri,Sugarcane,Clay Soil,959.5,26.2,83.0,31.7,6.66,7.4,79.43
2020,Hukkeri,Sugarcane,Clay Soil,779.7,25.9,65.6,38.6,6.51,1.14,73.6
2020,Hukkeri,Sugarcane,Black Soil,898.6,25.3,73.7,31.0,7.52,3.5,80.52
2020,Hukkeri,Bajra,Black Soil,553.7,28.5,60.4,20.2,6.08,4.85,2.31
2020,Hukkeri,Bajra,Red Soil,356.1,29.7,56.3,14.7,6.18,0.68,2.31
2020,Hukkeri,Bajra,Red Soil,386.6,33.8,66.3,23.9,6.46,3.07,2.2
2020,Hukkeri,Bajra,Red Soil,358.3,28.7,64.2,23.7,6.38,0.84,2.34
2020,Hukkeri,Bajra,Red Soil,540.8,29.3,64.7,24.6,7.02,4.37,2.23
2020,Hukkeri,Bajra,Red Soil,398.6,31.0,42.8,21.7,6.35,5.43,2.31
2020,Hukkeri,Bajra,Black Soil,585.7,29.6,58.0,25.1,6.08,2.04,2.34
2020,Hukkeri,Bajra,Red Soil,291.5,27.2,48.5,19.1,6.56,5.53,2.31
2020,Hukkeri,Bajra,Black Soil,309.4,28.5,47.1,16.9,6.22,6.84,2.24
2020,Hukkeri,Bajra,Red Soil,511.0,25.8,52.2,25.3,6.66,1.38,2.34
2021,Hukkeri,Maize,Red Soil,721.7,27.9,69.4,28.1,6.32,3.67,4.5
2021,Hukkeri,Maize,Red Soil,548.7,24.0,46.6,11.4,6.32,1.55,4.16
2021,Hukkeri,Maize,Red Soil,725.9,23.9,76.4,17.6,6.47,3.38,4.48
2021,Hukkeri,Maize,Red Soil,552.1,27.9,63.1,20.8,6.92,6.47,4.77
2021,Hukkeri,Maize,Black Soil,629.0,28.2,60.9,24.4,6.14,6.24,4.9
2021,Hukkeri,Maize,Black Soil,579.1,25.7,44.3,21.7,6.13,6.2,4.61
2021,Hukkeri,Maize,Red Soil,360.0,24.6,75.5,29.5,6.7,7.99,4.16
2021,Hukkeri,Maize,Red Soil,634.0,30.9,77.0,29.2,7.17,2.07,4.63
2021,Hukkeri,Maize,Red Soil,738.2,24.2,56.3,27.4,6.84,6.54,4.32
2021,Hukkeri,Maize,Red Soil,518.0,25.9,74.5,34.7,6.58,7.64,4.62
2021,Hukkeri,Jowar,Black Soil,609.7,30.8,55.9,21.7,6.41,5.76,3.15
2021,Hukkeri,Jowar,Black Soil,500.3,31.5,63.6,15.0,6.32,4.83,2.9
2021,Hukkeri,Jowar,Red Soil,432.6,26.5,69.1,24.3,6.54,6.12,2.79
2021,Hukkeri,Jowar,Red Soil,388.9,28.7,45.7,17.0,6.59,7.79,2.81
2021,Hukkeri,Jowar,Red Soil,604.8,24.8,43.3,27.3,6.69,2.92,2.66
2021,Hukkeri,Jowar,Red Soil,431.2,30.5,50.6,19.1,6.21,0.86,2.99
2021,Hukkeri,Jowar,Black Soil,366.4,25.0,74.0,21.9,6.71,7.94,3.0
2021,Hukkeri,Jowar,Red Soil,545.1,31.2,64.9,25.3,6.94,2.56,3.02
2021,Hukkeri,Jowar,Red Soil,499.8,30.1,61.5,19.6,6.26,5.75,2.97
2021,Hukkeri,Jowar,Black Soil,460.5,28.4,62.0,22.6,6.91,4.4,3.12
2021,Hukkeri,Paddy,Black Soil,1361.8,26.2,88.5,23.1,6.24,1.03,5.14
2021,Hukkeri,Paddy,Black Soil,1360.6,28.1,85.3,36.3,6.3,6.6,5.45
2021,Hukkeri,Paddy,Clay Soil,939.0,23.4,88.2,36.1,6.24,3.13,5.53
2021,Hukkeri,Paddy,Clay Soil,1032.5,25.1,70.9,37.2,6.49,1.25,5.62
2021,Hukkeri,Paddy,Clay Soil,958.5,24.8,85.9,33.2,6.58,1.13,5.79
2021,Hukkeri,Paddy,Black Soil,1147.1,22.7,85.9,29.2,6.27,4.32,5.52
2021,Hukkeri,Paddy,Black Soil,1083.9,26.7,90,28.0,6.23,4.25,5.35
2021,Hukkeri,Paddy,Clay Soil,638.5,24.9,90,33.2,6.87,4.76,5.53
2021,Hukkeri,Paddy,Black Soil,999.7,25.6,59.6,36.1,6.82,0.6,5.35
2021,Hukkeri,Paddy,Clay Soil,1158.2,26.2,82.0,29.4,6.11,3.62,5.52
2021,Hukkeri,Sugarcane,Clay Soil,1057.8,28.4,70.8,29.9,6.85,2.02,80.72
2021,Hukkeri,Sugarcane,Black Soil,853.0,26.5,66.2,26.3,6.95,5.74,80.08
2021,Hukkeri,Sugarcane,Black Soil,989.7,27.3,67.9,33.8,6.77,6.06,80.82
2021,Hukkeri,Sugarcane,Black Soil,1064.7,29.4,73.7,29.7,7.41,6.37,79.84
2021,Hukkeri,Sugarcane,Clay Soil,976.0,28.0,76.1,28.9,7.45,0.72,74.68
2021,Hukkeri,Sugarcane,Clay Soil,945.0,27.8,72.8,26.9,7.34,3.2,78.73
2021,Hukkeri,Sugarcane,Clay Soil,988.3,26.0,81.6,37.8,7.41,1.37,74.25
2021,Hukkeri,Sugarcane,Black Soil,1141.8,28.2,75.3,36.5,6.85,7.48,81.5
2021,Hukkeri,Sugarcane,Black Soil,740.6,25.4,74.6,27.8,6.84,5.9,82.58
2021,Hukkeri,Sugarcane,Clay Soil,1009.8,24.5,82.7,36.1,7.24,4.37,77.42
2021,Hukkeri,Bajra,Red Soil,486.2,28.8,49.4,20.7,6.67,4.65,2.34
2021,Hukkeri,Bajra,Red Soil,393.6,30.3,57.5,13.6,6.52,7.79,2.42
2021,Hukkeri,Bajra,Red Soil,436.2,26.2,56.1,17.8,6.57,4.56,2.37
2021,Hukkeri,Bajra,Red Soil,455.2,29.0,47.5,13.5,6.48,4.47,2.32
2021,Hukkeri,Bajra,Red Soil,250,31.7,58.8,19.6,6.48,2.24,2.25
2021,Hukkeri,Bajra,Black Soil,420.7,27.0,57.9,19.7,6.65,6.65,2.41
2021,Hukkeri,Bajra,Red Soil,420.0,28.6,53.1,18.2,6.32,7.45,2.54
2021,Hukkeri,Bajra,Black Soil,400.3,25.6,52.7,22.9,6.71,6.35,2.37
2021,Hukkeri,Bajra,Red Soil,483.6,30.1,48.0,20.9,5.62,2.06,2.25
2021,Hukkeri,Bajra,Black Soil,259.5,30.0,65.7,23.9,6.32,5.02,2.33
2022,Hukkeri,Maize,Black Soil,695.8,24.8,69.4,26.6,6.44,5.58,5.05
2022,Hukkeri,Maize,Red Soil,676.3,25.3,78.1,22.7,6.28,1.21,4.53
2022,Hukkeri,Maize,Black Soil,668.2,25.4,78.1,25.6,6.88,6.68,4.87
2022,Hukkeri,Maize,Red Soil,558.2,21.7,73.0,27.7,6.82,7.98,4.48
2022,Hukkeri,Maize,Black Soil,738.6,25.1,75.5,31.3,6.85,0.82,4.67
2022,Hukkeri,Maize,Red Soil,865.7,28.1,54.7,27.6,6.36,3.7,4.43
2022,Hukkeri,Maize,Red Soil,664.2,27.9,62.3,33.1,7.17,2.34,4.57
2022,Hukkeri,Maize,Red Soil,442.9,26.5,62.0,25.2,6.43,5.32,4.62
2022,Hukkeri,Maize,Black Soil,527.4,23.6,70.9,13.4,6.77,4.58,4.47
2022,Hukkeri,Maize,Red Soil,578.1,28.9,62.6,27.9,7.17,0.72,4.62
2022,Hukkeri,Jowar,Red Soil,788.2,30.4,46.3,19.7,7.45,1.25,2.5
2022,Hukkeri,Jowar,Black Soil,480.9,32.0,60.1,20.3,6.75,6.85,3.04
2022,Hukkeri,Jowar,Red Soil,383.0,31.3,60.5,18.9,5.97,5.73,2.7
2022,Hukkeri,Jowar,Black Soil,473.2,26.0,54.5,20.1,7.13,6.58,2.97
2022,Hukkeri,Jowar,Red Soil,440.0,27.6,60.3,21.3,6.44,4.08,2.94
2022,Hukkeri,Jowar,Red Soil,558.3,27.3,65.6,25.6,7.09,2.93,2.76
2022,Hukkeri,Jowar,Black Soil,593.6,30.8,60.1,22.5,6.17,1.04,3.0
2022,Hukkeri,Jowar,Red Soil,422.3,27.0,49.6,30.8,6.46,5.29,2.71
2022,Hukkeri,Jowar,Red Soil,463.4,26.9,68.6,19.8,7.06,2.17,2.8
2022,Hukkeri,Jowar,Black Soil,382.5,30.5,56.8,23.4,7.04,4.8,2.96
2022,Hukkeri,Paddy,Clay Soil,1161.6,27.8,83.5,28.9,6.3,4.22,5.61
2022,Hukkeri,Paddy,Black Soil,1096.3,24.4,84.2,33.7,6.51,5.82,5.42
2022,Hukkeri,Paddy,Black Soil,974.0,26.6,80.0,35.5,6.39,0.51,5.55
2022,Hukkeri,Paddy,Black Soil,935.9,26.9,83.6,37.6,6.64,3.32,5.27
2022,Hukkeri,Paddy,Black Soil,1153.8,23.2,80.3,31.1,5.8,0.75,5.39
2022,Hukkeri,Paddy,Clay Soil,924.9,30.9,83.8,35.1,6.0,4.6,5.67
2022,Hukkeri,Paddy,Clay Soil,840.8,31.4,88.6,30.1,5.94,5.05,5.4
2022,Hukkeri,Paddy,Black Soil,1143.3,26.8,81.3,36.5,6.22,5.97,5.2
2022,Hukkeri,Paddy,Black Soil,1023.9,24.4,85.8,36.3,6.01,0.91,5.33
2022,Hukkeri,Paddy,Clay Soil,972.4,26.8,75.0,29.4,6.42,1.78,5.71
2022,Hukkeri,Sugarcane,Clay Soil,1062.1,26.6,84.2,36.7,6.27,2.49,76.09
2022,Hukkeri,Sugarcane,Clay Soil,1032.8,31.2,69.8,35.2,6.97,2.2,79.34
2022,Hukkeri,Sugarcane,Clay Soil,897.4,26.5,74.0,30.3,6.69,3.6,74.51
2022,Hukkeri,Sugarcane,Black Soil,769.1,25.6,78.0,28.2,6.31,4.06,77.83
2022,Hukkeri,Sugarcane,Black Soil,909.9,27.1,84.1,28.4,6.25,6.5,79.55
2022,Hukkeri,Sugarcane,Black Soil,1072.4,29.5,84.4,42.2,7.63,1.45,75.57
2022,Hukkeri,Sugarcane,Clay Soil,1083.6,28.6,78.9,39.1,7.28,2.9,78.84
2022,Hukkeri,Sugarcane,Black Soil,1058.9,28.5,61.9,29.5,6.22,0.59,77.81
2022,Hukkeri,Sugarcane,Clay Soil,993.3,27.8,66.5,29.9,7.16,1.29,78.05
2022,Hukkeri,Sugarcane,Black Soil,994.8,22.7,85.5,26.4,6.95,4.79,82.92
2022,Hukkeri,Bajra,Black Soil,528.1,29.4,60.9,24.3,6.47,7.17,2.34
2022,Hukkeri,Bajra,Black Soil,438.4,28.3,49.5,20.5,6.28,6.45,2.45
2022,Hukkeri,Bajra,Black Soil,428.0,31.5,53.9,18.3,6.63,7.81,2.36
2022,Hukkeri,Bajra,Black Soil,463.2,27.1,53.7,14.6,6.82,7.35,2.4
2022,Hukkeri,Bajra,Black Soil,440.4,25.3,63.7,14.5,6.29,2.83,2.32
2022,Hukkeri,Bajra,Black Soil,578.5,32.2,56.2,19.3,6.73,6.78,2.43
2022,Hukkeri,Bajra,Red Soil,481.5,29.1,52.0,22.0,6.24,3.48,2.46
2022,Hukkeri,Bajra,Red Soil,418.8,27.5,47.4,20.3,6.88,4.64,2.35
2022,Hukkeri,Bajra,Black Soil,559.7,33.0,54.9,13.9,6.42,1.72,2.34
2022,Hukkeri,Bajra,Red Soil,540.0,26.5,52.6,17.2,6.44,6.35,2.35
2023,Hukkeri,Maize,Black Soil,597.4,26.7,70.8,31.4,6.78,7.57,5.08
2023,Hukkeri,Maize,Red Soil,563.7,27.5,61.9,27.5,6.19,6.68,4.66
2023,Hukkeri,Maize,Red Soil,639.5,26.4,83.2,25.0,6.94,4.95,4.46
2023,Hukkeri,Maize,Red Soil,635.7,27.5,84.2,29.7,6.26,2.46,4.29
2023,Hukkeri,Maize,Red Soil,695.6,29.0,65.1,26.4,7.1,3.53,4.43
2023,Hukkeri,Maize,Red Soil,582.6,23.3,51.4,13.5,6.68,3.41,4.54
2023,Hukkeri,Maize,Black Soil,369.1,22.9,67.6,21.6,6.58,5.29,4.32
2023,Hukkeri,Maize,Red Soil,774.3,24.7,51.5,24.6,7.09,1.86,4.28
2023,Hukkeri,Maize,Black Soil,488.4,27.2,63.6,19.9,7.42,7.25,4.47
2023,Hukkeri,Maize,Black Soil,662.3,28.0,70.1,22.0,6.96,4.89,4.82
2023,Hukkeri,Jowar,Red Soil,567.0,26.0,64.2,17.1,6.63,7.17,2.89
2023,Hukkeri,Jowar,Black Soil,566.0,26.4,57.3,22.3,6.62,2.0,3.05
2023,Hukkeri,Jowar,Red Soil,710.7,27.6,61.9,20.8,6.64,1.11,2.74
2023,Hukkeri,Jowar,Red Soil,457.6,27.0,57.5,20.7,6.41,1.76,3.12
2023,Hukkeri,Jowar,Black Soil,330.5,28.2,66.2,23.9,6.26,7.74,2.88
2023,Hukkeri,Jowar,Red Soil,623.5,28.1,55.9,11.3,6.96,4.48,2.67
2023,Hukkeri,Jowar,Black Soil,437.6,25.2,58.1,27.2,6.4,3.38,3.06
2023,Hukkeri,Jowar,Red Soil,592.8,31.6,56.3,24.2,6.43,3.03,2.74
2023,Hukkeri,Jowar,Black Soil,381.6,32.0,55.1,23.0,7.24,3.53,2.82
2023,Hukkeri,Jowar,Black Soil,546.5,34.3,58.4,21.8,6.32,5.83,2.97
2023,Hukkeri,Paddy,Clay Soil,927.9,28.2,81.3,28.5,6.31,1.31,5.58
2023,Hukkeri,Paddy,Clay Soil,1180.5,26.3,76.6,34.7,6.39,2.04,6.05
2023,Hukkeri,Paddy,Clay Soil,1021.0,29.1,77.1,31.3,6.25,6.73,5.62
2023,Hukkeri,Paddy,Clay Soil,864.9,25.8,77.5,40.9,5.92,6.33,5.5
2023,Hukkeri,Paddy,Clay Soil,990.5,27.8,84.7,38.3,6.85,4.1,5.47
2023,Hukkeri,Paddy,Clay Soil,1353.7,26.1,90,29.8,6.3,1.18,5.49
2023,Hukkeri,Paddy,Clay Soil,1087.0,25.0,79.8,36.9,6.69,3.98,5.73
2023,Hukkeri,Paddy,Clay Soil,1233.8,21.9,84.0,31.0,6.24,1.37,5.42
2023,Hukkeri,Paddy,Clay Soil,1192.6,26.1,76.2,31.1,7.09,2.51,5.33
2023,Hukkeri,Paddy,Clay Soil,991.5,27.4,85.3,36.7,5.76,5.67,5.68
2023,Hukkeri,Sugarcane,Clay Soil,994.6,24.0,76.0,30.1,6.96,7.57,77.36
2023,Hukkeri,Sugarcane,Black Soil,1125.0,29.9,66.0,32.6,6.55,6.34,80.95
2023,Hukkeri,Sugarcane,Black Soil,1083.8,23.6,72.9,23.7,6.6,7.16,78.6
2023,Hukkeri,Sugarcane,Clay Soil,1024.7,27.5,70.7,37.7,6.74,4.82,73.77
2023,Hukkeri,Sugarcane,Black Soil,1097.4,26.5,70.5,36.1,6.95,5.46,80.75
2023,Hukkeri,Sugarcane,Black Soil,803.3,27.4,72.5,30.2,7.34,5.1,77.13
2023,Hukkeri,Sugarcane,Black Soil,913.7,26.0,83.0,25.6,7.09,4.19,80.72
2023,Hukkeri,Sugarcane,Black Soil,910.7,28.6,66.2,31.8,6.53,1.09,84.7
2023,Hukkeri,Sugarcane,Clay Soil,984.5,24.7,79.7,28.6,7.3,5.4,79.77
2023,Hukkeri,Sugarcane,Black Soil,927.8,27.3,62.5,29.7,7.23,5.28,75.72
2023,Hukkeri,Bajra,Red Soil,387.7,27.0,47.9,26.3,6.77,2.99,2.19
2023,Hukkeri,Bajra,Black Soil,430.2,27.0,52.0,20.5,6.49,3.16,2.4
2023,Hukkeri,Bajra,Black Soil,357.5,28.4,66.7,25.3,5.85,6.07,2.28
2023,Hukkeri,Bajra,Black Soil,557.5,30.9,61.2,28.5,6.2,6.36,2.32
2023,Hukkeri,Bajra,Black Soil,530.6,30.4,67.0,16.6,5.99,3.88,2.24
2023,Hukkeri,Bajra,Red Soil,459.1,29.0,54.2,14.9,6.08,7.43,2.42
2023,Hukkeri,Bajra,Red Soil,427.9,27.7,56.3,18.3,6.24,2.91,2.32
2023,Hukkeri,Bajra,Black Soil,330.5,30.5,53.1,17.2,6.24,2.71,2.37
2023,Hukkeri,Bajra,Red Soil,537.8,31.3,61.3,16.9,6.74,2.85,2.26
2023,Hukkeri,Bajra,Red Soil,492.5,31.9,53.4,23.6,6.04,5.38,2.15
2024,Hukkeri,Maize,Black Soil,496.1,26.4,63.5,26.8,6.46,4.78,5.0
2024,Hukkeri,Maize,Red Soil,552.9,22.4,51.0,23.3,6.65,1.3,4.53
2024,Hukkeri,Maize,Red Soil,741.1,29.1,68.6,31.3,6.85,2.38,4.68
2024,Hukkeri,Maize,Black Soil,619.5,24.8,65.0,24.0,6.76,7.01,4.91
2024,Hukkeri,Maize,Black Soil,643.9,23.7,66.0,32.0,6.79,5.48,4.72
2024,Hukkeri,Maize,Red Soil,459.4,30.1,71.0,24.5,6.65,2.39,4.49
2024,Hukkeri,Maize,Red Soil,756.1,22.3,62.2,19.5,6.71,5.03,4.33
2024,Hukkeri,Maize,Black Soil,632.9,27.8,63.2,22.7,6.89,3.33,5.12
2024,Hukkeri,Maize,Red Soil,635.8,28.2,72.2,31.6,7.09,7.53,4.59
2024,Hukkeri,Maize,Black Soil,700.2,28.1,80.4,27.9,6.31,4.18,4.67
2024,Hukkeri,Jowar,Red Soil,640.7,29.5,40.7,19.4,5.89,1.7,2.73
2024,Hukkeri,Jowar,Red Soil,559.2,28.8,59.4,24.5,6.34,6.14,3.0
2024,Hukkeri,Jowar,Red Soil,686.3,27.9,58.9,20.9,6.31,7.28,2.74
2024,Hukkeri,Jowar,Black Soil,646.5,27.1,51.3,29.0,6.83,4.55,2.89
2024,Hukkeri,Jowar,Red Soil,619.2,28.4,59.1,16.2,6.1,2.72,2.85
2024,Hukkeri,Jowar,Black Soil,482.3,28.8,73.4,27.1,6.56,5.2,2.92
2024,Hukkeri,Jowar,Black Soil,417.3,24.7,62.9,17.8,6.85,5.77,3.08
2024,Hukkeri,Jowar,Red Soil,356.6,23.8,57.9,18.7,6.2,1.16,2.82
2024,Hukkeri,Jowar,Black Soil,533.3,29.5,69.7,24.2,6.8,3.88,3.0
2024,Hukkeri,Jowar,Red Soil,483.2,28.2,54.0,16.6,6.19,6.17,2.84
2024,Hukkeri,Paddy,Clay Soil,1080.0,25.2,83.0,33.2,6.47,1.15,5.66
2024,Hukkeri,Paddy,Black Soil,867.8,28.8,84.0,34.4,6.51,6.48,5.64
2024,Hukkeri,Paddy,Black Soil,1191.9,25.7,73.2,26.0,6.56,3.3,5.08
2024,Hukkeri,Paddy,Clay Soil,895.8,25.1,80.5,34.3,6.04,7.6,5.55
2024,Hukkeri,Paddy,Black Soil,1169.4,29.5,79.3,31.3,6.97,1.57,5.11
2024,Hukkeri,Paddy,Clay Soil,1158.9,30.1,81.5,36.4,6.61,6.89,5.32
2024,Hukkeri,Paddy,Black Soil,1059.3,25.3,77.5,31.3,6.55,7.64,5.72
2024,Hukkeri,Paddy,Black Soil,1271.9,28.3,87.9,37.3,6.65,3.88,5.26
2024,Hukkeri,Paddy,Black Soil,1066.0,24.8,68.4,31.0,6.61,2.85,5.4
2024,Hukkeri,Paddy,Clay Soil,1042.8,22.9,78.9,37.7,6.27,4.1,5.55
2024,Hukkeri,Sugarcane,Clay Soil,896.1,28.5,70.9,31.2,6.47,6.94,74.86
2024,Hukkeri,Sugarcane,Black Soil,1001.3,26.1,74.0,26.4,6.9,6.87,77.11
2024,Hukkeri,Sugarcane,Black Soil,1000.4,24.3,75.6,29.3,7.26,7.2,82.56
2024,Hukkeri,Sugarcane,Clay Soil,917.8,26.0,63.5,37.3,6.42,1.5,73.49
2024,Hukkeri,Sugarcane,Black Soil,855.9,28.6,67.9,25.4,7.17,1.74,77.8
2024,Hukkeri,Sugarcane,Black Soil,890.7,27.5,84.7,30.1,7.56,4.13,80.43
2024,Hukkeri,Sugarcane,Clay Soil,1113.9,27.9,75.6,35.1,7.05,4.38,81.92
2024,Hukkeri,Sugarcane,Clay Soil,779.4,30.2,76.5,31.2,6.9,7.76,76.39
2024,Hukkeri,Sugarcane,Clay Soil,989.7,25.5,70.8,31.3,6.81,5.4,77.07
2024,Hukkeri,Sugarcane,Black Soil,853.4,26.8,82.0,29.3,6.58,4.15,85.86
2024,Hukkeri,Bajra,Black Soil,458.7,28.8,60.6,17.1,6.55,2.61,2.51
2024,Hukkeri,Bajra,Red Soil,486.6,30.9,54.3,18.0,6.58,5.9,2.55
2024,Hukkeri,Bajra,Black Soil,398.3,26.8,46.5,16.9,6.28,1.46,2.4
2024,Hukkeri,Bajra,Red Soil,529.4,31.0,58.1,18.6,6.9,4.37,2.51
2024,Hukkeri,Bajra,Black Soil,345.5,27.3,66.1,20.7,6.35,1.14,2.29
2024,Hukkeri,Bajra,Black Soil,361.4,27.5,50.1,20.3,6.34,4.87,2.4
2024,Hukkeri,Bajra,Red Soil,364.5,27.2,60.3,25.3,6.92,1.02,2.27
2024,Hukkeri,Bajra,Black Soil,413.9,29.7,59.1,27.6,6.13,1.62,2.35
2024,Hukkeri,Bajra,Red Soil,544.8,33.3,43.4,15.2,5.93,1.2,2.21
2024,Hukkeri,Bajra,Red Soil,551.6,27.4,71.5,20.1,6.34,3.66,2.25
2025,Hukkeri,Maize,Black Soil,615.8,24.3,72.4,23.3,6.74,6.53,4.8
2025,Hukkeri,Maize,Black Soil,581.6,27.3,66.5,16.3,7.11,4.58,4.89
2025,Hukkeri,Maize,Red Soil,708.8,29.7,67.3,19.9,6.73,5.41,4.64
2025,Hukkeri,Maize,Red Soil,610.1,27.1,56.7,27.4,6.67,4.74,4.91
2025,Hukkeri,Maize,Red Soil,750.5,26.4,67.5,29.9,6.49,4.69,4.63
2025,Hukkeri,Maize,Red Soil,648.0,28.4,58.9,30.2,6.64,5.44,4.38
2025,Hukkeri,Maize,Black Soil,503.6,27.6,67.6,27.4,6.44,4.63,4.94
2025,Hukkeri,Maize,Black Soil,787.5,31.3,68.1,25.1,7.19,3.77,4.97
2025,Hukkeri,Maize,Black Soil,642.1,28.6,56.3,20.9,7.02,5.42,4.82
2025,Hukkeri,Maize,Red Soil,617.8,23.6,77.2,22.5,6.46,2.01,4.5
2025,Hukkeri,Jowar,Red Soil,559.6,31.6,47.2,20.6,6.11,3.2,2.77
2025,Hukkeri,Jowar,Black Soil,542.1,27.9,56.9,25.0,6.33,2.0,3.03
2025,Hukkeri,Jowar,Black Soil,496.9,27.2,62.8,22.8,6.87,3.11,2.92
2025,Hukkeri,Jowar,Red Soil,538.1,33.6,51.2,22.1,6.72,4.3,2.86
2025,Hukkeri,Jowar,Black Soil,408.9,28.0,64.2,24.2,6.48,6.45,3.2
2025,Hukkeri,Jowar,Red Soil,410.6,22.6,46.9,18.3,6.54,3.94,2.57
2025,Hukkeri,Jowar,Red Soil,658.4,25.3,52.6,21.3,6.04,2.15,2.91
2025,Hukkeri,Jowar,Black Soil,532.0,25.8,52.8,25.0,6.42,2.65,3.02
2025,Hukkeri,Jowar,Red Soil,414.4,24.4,72.4,25.3,6.18,7.21,2.83
2025,Hukkeri,Jowar,Red Soil,567.9,31.3,62.1,19.9,6.48,2.32,2.85
2025,Hukkeri,Paddy,Black Soil,1130.7,27.4,80.0,39.6,6.49,7.4,5.53
2025,Hukkeri,Paddy,Black Soil,881.8,23.5,78.0,33.7,5.92,4.19,5.35
2025,Hukkeri,Paddy,Black Soil,610.5,26.4,84.9,32.4,6.48,0.91,5.38
2025,Hukkeri,Paddy,Black Soil,889.9,26.4,73.0,33.9,6.32,7.82,5.34
2025,Hukkeri,Paddy,Black Soil,1091.1,26.3,76.9,30.5,6.67,6.96,5.59
2025,Hukkeri,Paddy,Clay Soil,980.7,25.5,70.5,35.0,6.13,2.08,5.88
2025,Hukkeri,Paddy,Black Soil,986.2,27.7,71.3,35.6,6.93,6.61,5.33
2025,Hukkeri,Paddy,Black Soil,1172.1,23.4,82.9,31.9,6.58,4.05,5.18
2025,Hukkeri,Paddy,Clay Soil,1189.0,28.3,90,33.8,5.84,6.39,5.59
2025,Hukkeri,Paddy,Black Soil,1097.9,30.4,83.1,34.5,6.53,2.41,5.51
2025,Hukkeri,Sugarcane,Black Soil,864.2,27.6,69.2,35.9,7.25,0.65,81.7
2025,Hukkeri,Sugarcane,Black Soil,860.5,29.7,67.8,28.8,6.74,7.85,79.12
2025,Hukkeri,Sugarcane,Clay Soil,858.3,29.6,63.6,32.5,7.26,2.65,76.01
2025,Hukkeri,Sugarcane,Black Soil,1046.8,24.7,81.6,30.2,6.73,7.3,80.43
2025,Hukkeri,Sugarcane,Black Soil,987.8,28.3,72.6,35.0,6.94,2.53,86.92
2025,Hukkeri,Sugarcane,Clay Soil,995.7,21.9,74.9,27.1,6.8,6.91,76.71
2025,Hukkeri,Sugarcane,Black Soil,929.5,23.8,85.1,29.7,7.19,1.27,82.39
2025,Hukkeri,Sugarcane,Black Soil,1054.4,26.0,86.3,34.3,5.85,1.28,76.47
2025,Hukkeri,Sugarcane,Black Soil,1149.9,29.6,71.1,33.8,6.97,1.45,78.62
2025,Hukkeri,Sugarcane,Black Soil,1095.2,27.6,79.0,29.3,6.06,4.55,80.15
2025,Hukkeri,Bajra,Black Soil,398.6,28.6,63.3,18.4,6.17,6.12,2.35
2025,Hukkeri,Bajra,Black Soil,308.7,28.5,52.6,23.4,5.89,3.81,2.25
2025,Hukkeri,Bajra,Black Soil,400.4,29.7,63.5,20.3,6.51,2.65,2.37
2025,Hukkeri,Bajra,Red Soil,405.6,26.6,55.2,16.6,6.56,4.98,2.26
2025,Hukkeri,Bajra,Red Soil,388.3,28.6,60.5,17.1,6.5,5.34,2.53
2025,Hukkeri,Bajra,Black Soil,457.5,29.9,49.0,16.6,6.65,5.7,2.31
2025,Hukkeri,Bajra,Black Soil,414.4,32.5,57.6,16.2,6.63,2.67,2.33
2025,Hukkeri,Bajra,Black Soil,391.1,27.8,51.8,18.2,6.61,4.51,2.41
2025,Hukkeri,Bajra,Red Soil,530.2,28.7,60.3,23.0,6.65,0.61,2.39
2025,Hukkeri,Bajra,Red Soil,402.8,30.6,62.5,10,5.9,2.98,2.3
